name,address,city,zip,sra_id,sra
Pa Dahring Academy,1081 7Th St,Imperial Beach,91932,22,SOUTH BAY
Casa Montessori de Carlsbad,3470 Madison Street,Carlsbad,92008,41,CARLSBAD
Boone Pioneer School,26439 Hwy.76,Santa Ysabel,92070,60,PALOMAR-JULIAN
LV Academy,2584 Wellspring St,Carlsbad,92010,41,CARLSBAD
Pamoosa Creek Academy,11401 Betsworth Road,Valley Center,92082,53,VALLEY CENTER
Arrow Academy,13826 Misty Oak Road,Valley Center,92082,53,VALLEY CENTER
Carmel Mountain Preschool,9510 Carmel Mountain Preschool Road,San Diego,92129,14,NORTH SAN DIEGO
Lemon Grove Academy Elementary,7885 Golden Avenue,Lemon Grove,91945,32,LEMON GROVE
Limitless Learning Academy,1400 West Ninth Avenue,Escondido,92029,50,ESCONDIDO
Fahari L. Jeffers Elementary,1145 Camino Prado,Chula Vista,91913,20,SWEETWATER
Lemon Grove Early Childhood Education Center,8425 Palm Street,Lemon Grove,91945,32,LEMON GROVE
Pacific Sky,6631 Solterra Vista Parkway,San Diego,92130,13,DEL MAR-MIRA MESA
Nipaquay Elementary,7900 Civita Boulevard,San Diego,92108,10,KEARNY MESA
Poway to Palomar Middle College High,11111 Rancho Bernardo Road,San Diego,92127,14,NORTH SAN DIEGO
Discovery Isle,11740 Creek Road,Poway,92064,15,POWAY
"TERI, INC. The Country School",3225 Roymar Road,Oceanside,92054,42,OCEANSIDE
Bright Horizon Academy,7202 Princess View Dr,San Diego,92120,17,ELLIOTT-NAVAJO
Albert Einstein Academy Charter Elementary,3035 Ash Street,San Diego,92102,1,CENTRAL SAN DIEGO
